40025	IGNORE	(Proxy Disclosure)
40026	IGNORE	(Cross Site Scripting (DOM Based))
40027	IGNORE	(SQL Injection - MsSQL)
40028	IGNORE	(LDAP Injection)
40029	IGNORE	(XPATH Injection)
40030	IGNORE	(XXE)
40031	IGNORE	(NoSQL Injection - MongoDB)
40032	IGNORE	(.htaccess Information Leak)
40033	IGNORE	(Loosely Scoped Cookie)
40034	IGNORE	(SQL Injection - SQLMap)
40035	IGNORE	(Hidden File Finder)
40036	IGNORE	(Bypassing 403)
40037	IGNORE	(JSON Hijacking (Prototype Pollution))
40038	IGNORE	(Cross Site Scripting (Persistent) - Prime)
40039	IGNORE	(Web Cache Deception)
40040	IGNORE	(CORS Header)
40041	IGNORE	(FileUpload Scanner)
40042	IGNORE	(Spring4Shell)
40043	IGNORE	(Log4Shell)
40044	IGNORE	(Exponential Entity Expansion (Billion Laughs Attack))
40045	IGNORE	(Spring Cloud Function (CVE-2022-22963))
40046	IGNORE	(Environment Variable / EL Injection)
40047	IGNORE	(CORS Misconfiguration)
50000	IGNORE	(Script Active Scan Rules)
50001	IGNORE	(Script Passive Scan Rules)
90001	IGNORE	(Insecure JSF ViewState)
90002	IGNORE	(Java Serialization Object)
90003	IGNORE	(Sub Resource Integrity Attribute Missing)
90004	IGNORE	(Insufficient Site Isolation Against Spectre Vulnerability)
90005	IGNORE	(Sec-Fetch-Dest Header is Missing)
90006	IGNORE	(Sec-Fetch-Site Header is Missing)
90007	IGNORE	(Sec-Fetch-User Header is Missing)
90008	IGNORE	(Sec-Fetch-Mode Header is Missing)
90009	IGNORE	(Charset Mismatch)
90010	IGNORE	(Application Error Disclosure)
90011	IGNORE	(Charset Mismatch (Header Versus Meta Content-Type Charset))
90012	IGNORE	(Charset Mismatch (Header Versus Meta Charset))
90013	IGNORE	(Charset Mismatch (Meta Charset Versus Meta Content-Type Charset))
90014	IGNORE	(CSRF Token)
90015	IGNORE	(Hidden File Finder)
90016	IGNORE	(Content Security Policy (CSP) Header Not Set)
90017	IGNORE	(Cross-Domain JavaScript Source File Inclusion)
90018	IGNORE	(Content-Type Header Missing)
90019	IGNORE	(Server Leaks Version Information via "Server" HTTP Response Header Field)
90020	IGNORE	(X-Frame-Options Header Not Set)
90021	IGNORE	(X-Content-Type-Options Header Missing)
90022	IGNORE	(Information Disclosure - Debug Error Messages)
90023	IGNORE	(Information Disclosure - Sensitive Information in URL)
90024	IGNORE	(Information Disclosure - Sensitive Information in HTTP Referrer Header)
90025	IGNORE	(Information Disclosure - Suspicious Comments)
90026	IGNORE	(HTTP Parameter Override)
90027	IGNORE	(Information Disclosure - Suspicious Comments)
90028	IGNORE	(Open Redirect)
90029	IGNORE	(Cookie Poisoning)
90030	IGNORE	(User Controllable Charset)
90031	IGNORE	(User Controllable HTML Element Attribute (Potential XSS))
90032	IGNORE	(Viewstate Scanner)
90033	IGNORE	(Directory Browsing)
90034	IGNORE	(Heartbleed OpenSSL Vulnerability)
90035	IGNORE	(Strict-Transport-Security Header Not Set)
90036	IGNORE	(HTTP Server Response Header)
90037	IGNORE	(Server Leaks Information via "X-Powered-By" HTTP Response Header Field(s))
90038	IGNORE	(Content Security Policy (CSP) Header Not Set)
90039	IGNORE	(X-Backend-Server Header Information Leak)
90040	IGNORE	(Secure Pages Include Mixed Content)
90041	IGNORE	(HTTP to HTTPS Insecure Transition in Form Post)
90042	IGNORE	(HTTPS to HTTP Insecure Transition in Form Post)
90043	IGNORE	(User Controllable JavaScript Event (XSS))
90044	IGNORE	(Big Redirect Detected (Potential Sensitive Information Leak))
90045	IGNORE	(Source Code Disclosure - /WEB-INF folder)
90046	IGNORE	(Source Code Disclosure - /META-INF folder)
90047	IGNORE	(Source Code Disclosure - Java)
90048	IGNORE	(Remote Code Execution - Shell Shock)
90049	IGNORE	(Content Cacheability)
90050	IGNORE	(Retrieved from Cache)
90051	IGNORE	(Relative Path Confusion)
90052	IGNORE	(X-ChromeLogger-Data Header Information Leak)
90053	IGNORE	(Apache Range Header DoS (CVE-2011-3192))
90054	IGNORE	(Cookie Without SameSite Attribute)
90055	IGNORE	(CSP Scanner)
90056	IGNORE	(X-Debug-Token Information Leak)
90057	IGNORE	(Username Hash Found)
90058	IGNORE	(GET for POST)
90059	IGNORE	(Source Code Disclosure - CVE-2012-1823)
90060	IGNORE	(Source Code Disclosure - Perl)
90061	IGNORE	(Source Code Disclosure - PHP)
90062	IGNORE	(PII Disclosure)
90063	IGNORE	(Feature Policy Header Not Set)
90096	IGNORE	(Timestamp Disclosure)
90097	IGNORE	(Hash Disclosure)
90098	IGNORE	(Cross-Domain Misconfiguration)
90099	IGNORE	(Source Code Disclosure)
90100	IGNORE	(Source Code Disclosure - SVN)
90101	IGNORE	(Source Code Disclosure - Git)
90102	IGNORE	(Source Code Disclosure - File Inclusion)
90103	IGNORE	(Clickjacking)
90104	IGNORE	(User Agent Fuzzer)
90105	IGNORE	(Weak Authentication Method)
90106	IGNORE	(HTTP Only Site)
90107	IGNORE	(Httpoxy - Proxy Header Misuse)
90108	IGNORE	(Reverse Tabnabbing)
90109	IGNORE	(Modern Web Application)
90110	IGNORE	(Dangerous JS Functions)
90111	IGNORE	(Authentication Request Identified)
90112	IGNORE	(Session Fixation)
90113	IGNORE	(Verification.Net)
90114	IGNORE	(Email Disclosure)
90115	IGNORE	(Hash Disclosure - Mac OSX salted SHA-1)
90116	IGNORE	(Hash Disclosure - MD2)
90117	IGNORE	(Hash Disclosure - MD4)
90118	IGNORE	(Hash Disclosure - MD5)
90119	IGNORE	(Hash Disclosure - SHA1)
90120	IGNORE	(Hash Disclosure - SHA224)
90121	IGNORE	(Hash Disclosure - SHA256)
90122	IGNORE	(Hash Disclosure - SHA384)
90123	IGNORE	(Hash Disclosure - SHA512)
90200	IGNORE	(Password Autocomplete in Browser)
